var1.pred,var1.var,observed,residual,zscore,fold,coords.x1,coords.x2
43.57679998967659,469.1377190097738,65.9192,22.342400010323416,1.031524736469831,1,330609.00000000186,503268
41.136850286739474,453.7670767997418,19.3087,-21.828150286739472,-1.024708748592997,2,330565.00000000093,503214.00000000186
42.00411767444252,445.10519041532467,22.5244,-19.47971767444252,-0.9233180568042684,3,330630.99999999907,503198.0000000037
46.53600825669544,453.877302169682,56.5959,10.059891743304561,0.4721979255606538,4,330897.00000000186,503401
43.25516603965751,445.9286156012565,10.6064,-32.64876603965751,-1.546087612775392,5,331039,503385
46.48190211748728,464.9688224763824,73.6521,27.170197882512724,1.2600299985918004,6,331158.00000000093,503430.0000000037
41.820435142445376,442.5862708466827,26.6766,-15.143835142445376,-0.7198415388998162,7,331230.00000000093,503405.00000000186
42.04011632608465,421.0411774824511,125.2072,83.16708367391536,4.053117433958656,8,331160,503515
46.3928264648843,455.35219062360017,66.0327,19.639873535115704,0.9203753355876262,9,331347.99999999907,503426.00000000186
52.27279040436944,441.960031274535,45.9877,-6.285090404369441,-0.29896478172030627,10,331877,495879
40.712702575010546,486.3897681521263,44.3385,3.6257974249894573,0.1644035991668259,11,331885,495864.0000000037
46.733732875686314,464.3991968441623,22.9866,-23.747132875686315,-1.1019590408008044,12,331903,495877.0000000037
45.893147691334164,436.4982896828253,64.3628,18.46965230866583,0.8840309027191068,13,331942,495868
40.354743096314586,490.2419788420622,40.2058,-0.14894309631458214,-0.006726902447361445,14,332037.00000000093,495790
48.71891575145688,448.5921303716464,18.6284,-30.090515751456884,-1.420704664517311,15,332064.99999999907,495788
45.225537980891374,438.3795671144088,77.2748,32.049262019108625,1.5307098680217155,16,332071,495680.00000000186
54.28177172245427,443.1937518577007,30.4502,-23.831571722454274,-1.1320246167465362,17,332041,495619.0000000037
53.441361626642035,423.8157457859078,30.0141,-23.427261626642036,-1.1379756878496843,18,331858.00000000093,495554.00000000186
52.80395406443645,426.1400404608555,51.1997,-1.6042540644364465,-0.07771359091340836,19,331772.99999999907,495571
56.565925393540056,439.9154711024676,52.4438,-4.122125393540053,-0.19653349658887787,20,331658,495971.00000000186
55.55634809328317,429.7100983955396,63.1836,7.627251906716829,0.3679428010398844,21,331671,495418.0000000037
56.200186396232276,431.6107978021834,63.706,7.505813603767727,0.3612864091230566,22,331624,495370
54.88551722276152,424.8787155581984,62.6064,7.720882777238479,0.37457127652404726,23,331555,495389
58.368544426402885,439.75579724932913,57.6286,-0.7399444264028858,-0.03528525956361977,24,331313.00000000093,495449
61.91752539916597,455.6910339426305,47.0652,-14.85232539916597,-0.6957596102796819,25,331139,495408.00000000186
54.072848280695034,430.8846447407269,66.29,12.217151719304972,0.5885582590852007,26,331307.00000000093,496170.00000000186
54.15270454116454,430.329556356448,56.5232,2.370495458835464,0.11427166090873853,27,331302,496137
54.82428910569853,430.7320377021473,71.1841,16.359810894301468,0.7882694427365827,28,331234.00000000093,496093
52.49381573453708,432.5120825231444,79.9541,27.460284265462917,1.3204011884225795,29,331235.00000000093,496064
55.302276713527284,429.4884872563552,55.9328,0.6305232864727159,0.03042463432884684,30,331244.99999999907,496023.0000000037
56.77831272874595,427.0966925856898,48.6783,-8.100012728745952,-0.3919427154847567,31,331239.00000000093,495971.00000000186
58.79321327920208,427.94041737293094,51.9376,-6.855613279202075,-0.33140164389305676,32,331213.00000000093,495965
57.9283055466888,426.31318093676293,54.4051,-3.5232055466888,-0.1706371546621544,33,331193.00000000186,495943.00000000186
56.90509483169454,427.65477387168494,48.2965,-8.608594831694539,-0.4162800574216621,34,331209.00000000093,495927.00000000186
56.495593708514576,424.1381291620209,61.1109,4.615306291485425,0.22410258688229204,35,331220,495902
55.50408952200254,426.5106547796125,67.205,11.70091047799746,0.5665714864223332,36,331189.00000000186,495879
56.549625917071864,427.1822937707896,60.6615,4.111874082928132,0.19894507169682288,37,331197.00000000093,495834
48.75772206087737,450.11846891833426,23.6958,-25.06192206087737,-1.181274852426955,38,331878,503483.00000000186
48.068965438931215,450.5221444488509,29.3073,-18.761665438931214,-0.8839207233319427,39,331883.00000000093,503447.00000000186
47.63534978401014,441.56196489294695,24.0565,-23.57884978401014,-1.1220876619187026,40,331574.00000000093,503246.00000000186
44.56465058669434,437.3889933597994,35.2246,-9.340050586694339,-0.44659648789186357,41,331577,503271.0000000037
46.65152535038426,437.7606458891904,30.9652,-15.686325350384262,-0.7497264973262296,42,331596.00000000093,503307
45.4717886793345,436.3895527597166,32.8944,-12.577388679334504,-0.6020787643315677,43,331610,503326.0000000037
50.305654992397216,457.0509374605707,30.7033,-19.602354992397217,-0.916908392436623,44,331516,503880
27.55150118417783,474.61955520511657,124.1038,96.55229881582218,4.431898487901909,45,331554.00000000186,503876.0000000037
48.34964277642175,458.49564018575535,46.6766,-1.6730427764217524,-0.07813388877921111,46,331590,503883
35.9873092355165,479.5773431998291,49.741,13.753690764483501,0.6280437915536791,47,330005,503429
36.124340733670856,486.52162470051513,43.7067,7.582359266329142,0.3437583721316395,48,330008.00000000186,503437
35.45727223194588,491.97659241569136,43.5047,8.04742776805412,0.3628146935911904,49,330011.00000000093,503442.99999999814
39.84465512321382,471.5758773690689,36.2241,-3.620555123213819,-0.16672448067406695,50,330160,503515
51.536986746577284,483.1647194275504,20.3824,-31.154586746577284,-1.4173411214605482,51,330149.00000000093,503505
51.95375679869527,433.7482697242608,32.1732,-19.780556798695265,-0.9497725959804911,52,331020.00000000093,503581
49.07754562841045,421.88230765455717,30.927,-18.15054562841045,-0.8836779707172185,53,331025.00000000093,503587.00000000186
56.127213299756136,440.6021372331882,73.3457,17.218486700243858,0.820298051140806,54,331674.00000000186,495454
58.98060387012929,428.94509362987134,58.0209,-0.9597038701292959,-0.04633790489204922,55,331459.00000000093,495466.00000000186
58.41904545754365,443.59027436774744,60.8502,2.4311545424563477,0.11543076100626187,56,331262.00000000186,495434.00000000186
59.64151103946084,446.6824544807735,49.8604,-9.78111103946084,-0.4627950895891615,57,331226.00000000093,495435
60.23815812346195,458.2474643740735,51.8245,-8.41365812346195,-0.3930382576122013,58,331101.00000000093,495461.00000000186
